period;cc_id;item_id;amount_plan
2026-07;10;13;154000
2026-07;10;15;157700
2026-07;10;16;159600
2026-07;10;18;163300
2026-07;10;19;693600
2026-07;10;21;709300
2026-07;10;22;717100
2026-07;10;24;732800
2026-07;10;25;740600
2026-07;11;2;137100
2026-07;11;3;138900
2026-07;11;5;142600
2026-07;11;6;144400
2026-07;11;8;148000
2026-07;11;9;149800
2026-07;11;11;153500
2026-07;11;12;155300
2026-07;11;14;158900
2026-07;11;15;160700
2026-07;11;17;164300
2026-07;11;18;166200
2026-07;11;20;713100
2026-07;11;21;720700
2026-07;11;23;736000
2026-07;11;24;743600
2026-07;12;1;138900
2026-07;12;2;140700
2026-07;12;4;144200
2026-07;12;5;146000
2026-07;12;7;149500
2026-07;12;8;151300
2026-07;12;10;154900
2026-07;12;11;156600
2026-07;12;13;160200
2026-07;12;14;161900
2026-07;12;16;165500
2026-07;12;17;167200
2026-07;12;19;717300
2026-07;12;20;724700
2026-07;12;22;739600
2026-07;12;23;747000
2026-07;12;25;761900
2026-07;13;1;142900
2026-07;13;3;146400
2026-07;13;4;148100
2026-07;13;6;151600
2026-07;13;7;153300
2026-07;13;9;156800
2026-07;13;10;158500
2026-07;13;12;162000
2026-07;13;13;163700
2026-07;13;15;167200
2026-07;13;16;168900
2026-07;13;18;172400
2026-07;13;19;731300
2026-07;13;21;745900
2026-07;13;22;753200
2026-07;13;24;767700
2026-07;13;25;775000
2026-07;14;2;149500
2026-07;14;3;151200
2026-07;14;5;154600
2026-07;14;6;156300
2026-07;14;8;159700
2026-07;14;9;161400
2026-07;14;11;164800
2026-07;14;12;166600
2026-07;14;14;170000
2026-07;14;15;171700
2026-07;14;17;175100
2026-07;14;18;176800
2026-07;14;20;757000
2026-07;14;21;764200
2026-07;14;23;778500
2026-07;14;24;785700
2026-07;15;1;153800
2026-07;15;2;155500
2026-07;15;4;158900
2026-07;15;5;160600
2026-07;15;7;164000
2026-07;15;8;165700
2026-07;15;10;169100
2026-07;15;11;170800
2026-07;15;13;174200
2026-07;15;14;175900
2026-07;15;16;179300
2026-07;15;17;181000
2026-07;15;19;774500
2026-07;15;20;781700
2026-07;15;22;796000
2026-07;15;23;803100
2026-07;15;25;817400
2026-08;1;2;71200
2026-08;1;3;73100
2026-08;1;5;76900
2026-08;1;6;78800
2026-08;1;8;82600
2026-08;1;9;84500
2026-08;1;11;88300
2026-08;1;12;90200
2026-08;1;14;94000
2026-08;1;15;95900
2026-08;1;17;99700
2026-08;1;18;101700
2026-08;1;20;443000
2026-08;1;21;451000
2026-08;1;23;467000
2026-08;1;24;475000
2026-08;2;1;78500
2026-08;2;2;80400
2026-08;2;4;84300
2026-08;2;5;86300
2026-08;2;7;90200
2026-08;2;8;92100
2026-08;2;10;96000
2026-08;2;11;97900
2026-08;2;13;101800
2026-08;2;14;103800
2026-08;2;16;107700
2026-08;2;17;109600
2026-08;2;19;476800
2026-08;2;20;485000
2026-08;2;22;501300
2026-08;2;23;509500
2026-08;2;25;525800
2026-08;3;1;87500
2026-08;3;3;91500
2026-08;3;4;93500
2026-08;3;6;97400
2026-08;3;7;99400
2026-08;3;9;103400
2026-08;3;10;105300
2026-08;3;12;109300
2026-08;3;13;111300
2026-08;3;15;115200
2026-08;3;16;117200
2026-08;3;18;121200
2026-08;3;19;517200
2026-08;3;21;533800
2026-08;3;22;542100
2026-08;3;24;558700
2026-08;3;25;567000
2026-08;4;2;98200
2026-08;4;3;100100
2026-08;4;5;104100
2026-08;4;6;106100
2026-08;4;8;110100
2026-08;4;9;112100
2026-08;4;11;116100
2026-08;4;12;118100
2026-08;4;14;122100
2026-08;4;15;124100
2026-08;4;17;128100
2026-08;4;18;130100
2026-08;4;20;563100
2026-08;4;21;571500
2026-08;4;23;588200
2026-08;4;24;596600
2026-08;5;1;104100
2026-08;5;2;106100
2026-08;5;4;110100
2026-08;5;5;112100
2026-08;5;7;116100
2026-08;5;8;118100
2026-08;5;10;122100
2026-08;5;11;124000
2026-08;5;13;128000
2026-08;5;14;130000
2026-08;5;16;134000
2026-08;5;17;136000
2026-08;5;19;588100
2026-08;5;20;596500
2026-08;5;22;613200
2026-08;5;23;621600
2026-08;5;25;638400
2026-08;6;1;111100
2026-08;6;3;115100
2026-08;6;4;117100
2026-08;6;6;121000
2026-08;6;7;123000
2026-08;6;9;127000
2026-08;6;10;128900
2026-08;6;12;132900
2026-08;6;13;134900
2026-08;6;15;138900
2026-08;6;16;140800
2026-08;6;18;144800
2026-08;6;19;616500
2026-08;6;21;633100
2026-08;6;22;641400
2026-08;6;24;658100
2026-08;6;25;666400
2026-08;7;2;119100
2026-08;7;3;121100
2026-08;7;5;125000
2026-08;7;6;126900
2026-08;7;8;130800
2026-08;7;9;132800
2026-08;7;11;136700
2026-08;7;12;138600
2026-08;7;14;142500
2026-08;7;15;144500
2026-08;7;17;148400
2026-08;7;18;150300
2026-08;7;20;647800
2026-08;7;21;656000
2026-08;7;23;672400
2026-08;7;24;680600
2026-08;8;1;122300
2026-08;8;2;124200
2026-08;8;4;128000
2026-08;8;5;129900
2026-08;8;7;133700
2026-08;8;8;135600
2026-08;8;10;139500
2026-08;8;11;141400
2026-08;8;13;145200
2026-08;8;14;147100
2026-08;8;16;150900
2026-08;8;17;152800
2026-08;8;19;657900
2026-08;8;20;666000
2026-08;8;22;682000
2026-08;8;23;690000
2026-08;8;25;706100
2026-08;9;1;126600
2026-08;9;3;130300
2026-08;9;4;132200
2026-08;9;6;135900
2026-08;9;7;137700
2026-08;9;9;141500
2026-08;9;10;143300
2026-08;9;12;147100
2026-08;9;13;148900
2026-08;9;15;152700
2026-08;9;16;154500
2026-08;9;18;158200
2026-08;9;19;672500
2026-08;9;21;688100
2026-08;9;22;695900
2026-08;9;24;711600
2026-08;9;25;719400
2026-08;10;2;132200
2026-08;10;3;134000
2026-08;10;5;137700
2026-08;10;6;139500
2026-08;10;8;143100
2026-08;10;9;144900
2026-08;10;11;148500
2026-08;10;12;150400
2026-08;10;14;154000
2026-08;10;15;155800
2026-08;10;17;159400
2026-08;10;18;161200
2026-08;10;20;692500
2026-08;10;21;700100
2026-08;10;23;715400
2026-08;10;24;723000
2026-08;11;1;134100
2026-08;11;2;135900
2026-08;11;4;139500
2026-08;11;5;141200
2026-08;11;7;144800
2026-08;11;8;146500
2026-08;11;10;150100
2026-08;11;11;151800
2026-08;11;13;155400
2026-08;11;14;157100
2026-08;11;16;160700
2026-08;11;17;162500
2026-08;11;19;697200
2026-08;11;20;704600
2026-08;11;22;719500
2026-08;11;23;726900
2026-08;11;25;741800
2026-08;12;1;138200
2026-08;12;3;141700
2026-08;12;4;143400
2026-08;12;6;146900
2026-08;12;7;148600
2026-08;12;9;152100
2026-08;12;10;153800
2026-08;12;12;157300
2026-08;12;13;159000
2026-08;12;15;162500
2026-08;12;16;164200
2026-08;12;18;167700
2026-08;12;19;711600
2026-08;12;21;726200
2026-08;12;22;733500
2026-08;12;24;748000
2026-08;12;25;755300
2026-08;13;2;144800
2026-08;13;3;146500
2026-08;13;5;150000
2026-08;13;6;151700
2026-08;13;8;155100
2026-08;13;9;156800
2026-08;13;11;160200
2026-08;13;12;161900
2026-08;13;14;165400
2026-08;13;15;167100
2026-08;13;17;170500
2026-08;13;18;172200
2026-08;13;20;737600
2026-08;13;21;744800
2026-08;13;23;759100
2026-08;13;24;766300
2026-08;14;1;149200
2026-08;14;2;150900
2026-08;14;4;154300
2026-08;14;5;156000
2026-08;14;7;159400
2026-08;14;8;161100
2026-08;14;10;164500
2026-08;14;11;166200
2026-08;14;13;169600
2026-08;14;14;171300
2026-08;14;16;174700
2026-08;14;17;176400
2026-08;14;19;755200
2026-08;14;20;762400
2026-08;14;22;776700
2026-08;14;23;783800
2026-08;14;25;798100
2026-08;15;1;156700
2026-08;15;3;160100
2026-08;15;4;161800
2026-08;15;6;165200
2026-08;15;7;166900
2026-08;15;9;170300
2026-08;15;10;172100
2026-08;15;12;175500
2026-08;15;13;177200
2026-08;15;15;180600
2026-08;15;16;182300
2026-08;15;18;185700
2026-08;15;19;787300
2026-08;15;21;801600
2026-08;15;22;808800
2026-08;15;24;823200
2026-08;15;25;830400
2026-09;1;1;73200
2026-09;1;2;75200
2026-09;1;4;79000
2026-09;1;5;81000
2026-09;1;7;84900
2026-09;1;8;86800
2026-09;1;10;90700
2026-09;1;11;92700
2026-09;1;13;96600
2026-09;1;14;98500
2026-09;1;16;102400
2026-09;1;17;104400
2026-09;1;19;454700
2026-09;1;20;462900
2026-09;1;22;479200
2026-09;1;23;487400
2026-09;1;25;503700
2026-09;2;1;82200
2026-09;2;3;86100
2026-09;2;4;88100
2026-09;2;6;92100
2026-09;2;7;94100
2026-09;2;9;98000
2026-09;2;10;100000
2026-09;2;12;103900
2026-09;2;13;105900
2026-09;2;15;109900
2026-09;2;16;111900
2026-09;2;18;115800
2026-09;2;19;494700
2026-09;2;21;511400
2026-09;2;22;519700
2026-09;2;24;536300
2026-09;2;25;544600
2026-09;3;2;92800
2026-09;3;3;94800
2026-09;3;5;98700
2026-09;3;6;100700
2026-09;3;8;104700
2026-09;3;9;106700
2026-09;3;11;110700
2026-09;3;12;112700
2026-09;3;14;116700
2026-09;3;15;118700
2026-09;3;17;122700
2026-09;3;18;124700
2026-09;3;20;540400
2026-09;3;21;548800
2026-09;3;23;565600
2026-09;3;24;574000
2026-09;4;1;98700
2026-09;4;2;100700
2026-09;4;4;104700
2026-09;4;5;106700
2026-09;4;7;110700
2026-09;4;8;112700
2026-09;4;10;116700
2026-09;4;11;118700
2026-09;4;13;122600
2026-09;4;14;124600
2026-09;4;16;128600
2026-09;4;17;130600
2026-09;4;19;565400
2026-09;4;20;573800
2026-09;4;22;590600
2026-09;4;23;599000
2026-09;4;25;615700
2026-09;5;1;105800
2026-09;5;3;109700
2026-09;5;4;111700
2026-09;5;6;115700
2026-09;5;7;117600
2026-09;5;9;121600
2026-09;5;10;123600
2026-09;5;12;127600
2026-09;5;13;129500
2026-09;5;15;133500
2026-09;5;16;135500
2026-09;5;18;139400
2026-09;5;19;594000
2026-09;5;21;610600
2026-09;5;22;618900
2026-09;5;24;635600
2026-09;5;25;643900
2026-09;6;2;113800
2026-09;6;3;115800
2026-09;6;5;119700
2026-09;6;6;121600
2026-09;6;8;125500
2026-09;6;9;127500
2026-09;6;11;131400
2026-09;6;12;133400
2026-09;6;14;137300
2026-09;6;15;139200
2026-09;6;17;143100
2026-09;6;18;145100
2026-09;6;20;625700
2026-09;6;21;633900
2026-09;6;23;650300
2026-09;6;24;658400
2026-09;7;1;117100
2026-09;7;2;119000
2026-09;7;4;122800
2026-09;7;5;124700
2026-09;7;7;128600
2026-09;7;8;130500
2026-09;7;10;134300
2026-09;7;11;136200
2026-09;7;13;140000
2026-09;7;14;141900
2026-09;7;16;145800
2026-09;7;17;147700
2026-09;7;19;636200
2026-09;7;20;644300
2026-09;7;22;660300
2026-09;7;23;668300
2026-09;7;25;684400
2026-09;8;1;121500
2026-09;8;3;125300
2026-09;8;4;127100
2026-09;8;6;130800
2026-09;8;7;132700
2026-09;8;9;136400
2026-09;8;10;138300
2026-09;8;12;142000
2026-09;8;13;143900
2026-09;8;15;147600
2026-09;8;16;149500
2026-09;8;18;153200
2026-09;8;19;651300
2026-09;8;21;667000
2026-09;8;22;674800
2026-09;8;24;690400
2026-09;8;25;698300
2026-09;9;2;127300
2026-09;9;3;129100
2026-09;9;5;132800
2026-09;9;6;134600
2026-09;9;8;138200
2026-09;9;9;140000
2026-09;9;11;143600
2026-09;9;12;145500
2026-09;9;14;149100
2026-09;9;15;150900
2026-09;9;17;154500
2026-09;9;18;156300
2026-09;9;20;671900
2026-09;9;21;679500
2026-09;9;23;694800
2026-09;9;24;702400
2026-09;10;1;129400
2026-09;10;2;131100
2026-09;10;4;134700
2026-09;10;5;136400
2026-09;10;7;140000
2026-09;10;8;141800
2026-09;10;10;145300
2026-09;10;11;147100
2026-09;10;13;150600
2026-09;10;14;152400
2026-09;10;16;155900
2026-09;10;17;157700
2026-09;10;19;677100
2026-09;10;20;684500
2026-09;10;22;699400
2026-09;10;23;706800
2026-09;10;25;721700
2026-09;11;1;133600
2026-09;11;3;137000
2026-09;11;4;138800
2026-09;11;6;142200
2026-09;11;7;144000
2026-09;11;9;147400
2026-09;11;10;149200
2026-09;11;12;152600
2026-09;11;13;154400
2026-09;11;15;157800
2026-09;11;16;159600
2026-09;11;18;163000
2026-09;11;19;692000
2026-09;11;21;706500
2026-09;11;22;713800
2026-09;11;24;728400
2026-09;11;25;735700
2026-09;12;2;140200
2026-09;12;3;141900
2026-09;12;5;145300
2026-09;12;6;147100
2026-09;12;8;150500
2026-09;12;9;152200
2026-09;12;11;155600
2026-09;12;12;157300
2026-09;12;14;160700
2026-09;12;15;162400
2026-09;12;17;165900
2026-09;12;18;167600
2026-09;12;20;718200
2026-09;12;21;725400
2026-09;12;23;739700
2026-09;12;24;746900
2026-09;13;1;144600
2026-09;13;2;146300
2026-09;13;4;149700
2026-09;13;5;151400
2026-09;13;7;154800
2026-09;13;8;156500
2026-09;13;10;159900
2026-09;13;11;161600
2026-09;13;13;165000
2026-09;13;14;166700
2026-09;13;16;170100
2026-09;13;17;171800
2026-09;13;19;735900
2026-09;13;20;743000
2026-09;13;22;757300
2026-09;13;23;764500
2026-09;13;25;778800
2026-09;14;1;152000
2026-09;14;3;155500
2026-09;14;4;157200
2026-09;14;6;160600
2026-09;14;7;162300
2026-09;14;9;165700
2026-09;14;10;167400
2026-09;14;12;170900
2026-09;14;13;172600
2026-09;14;15;176000
2026-09;14;16;177700
2026-09;14;18;181100
2026-09;14;19;767900
2026-09;14;21;782200
2026-09;14;22;789400
2026-09;14;24;803800
2026-09;14;25;811000
2026-09;15;2;162700
2026-09;15;3;164500
2026-09;15;5;167900
2026-09;15;6;169700
2026-09;15;8;173100
2026-09;15;9;174900
2026-09;15;11;178300
2026-09;15;12;180100
2026-09;15;14;183500
2026-09;15;15;185300
2026-09;15;17;188700
2026-09;15;18;190500
2026-09;15;20;814500
2026-09;15;21;821800
2026-09;15;23;836400
2026-09;15;24;843700
2026-10;1;1;76800
2026-10;1;3;80800
2026-10;1;4;82800
2026-10;1;6;86700
2026-10;1;7;88700
2026-10;1;9;92700
2026-10;1;10;94600
2026-10;1;12;98600
2026-10;1;13;100600
2026-10;1;15;104500
2026-10;1;16;106500
2026-10;1;18;110500
2026-10;1;19;472300
2026-10;1;21;488900
2026-10;1;22;497200
2026-10;1;24;513800
2026-10;1;25;522100
2026-10;2;2;87400
2026-10;2;3;89400
2026-10;2;5;93400
2026-10;2;6;95300
2026-10;2;8;99300
2026-10;2;9;101300
2026-10;2;11;105300
2026-10;2;12;107300
2026-10;2;14;111300
2026-10;2;15;113300
2026-10;2;17;117300
2026-10;2;18;119300
2026-10;2;20;517800
2026-10;2;21;526200
2026-10;2;23;542900
2026-10;2;24;551300
2026-10;3;1;93300
2026-10;3;2;95300
2026-10;3;4;99300
2026-10;3;5;101300
2026-10;3;7;105300
2026-10;3;8;107300
2026-10;3;10;111300
2026-10;3;11;113300
2026-10;3;13;117200
2026-10;3;14;119200
2026-10;3;16;123200
2026-10;3;17;125200
2026-10;3;19;542800
2026-10;3;20;551100
2026-10;3;22;567900
2026-10;3;23;576300
2026-10;3;25;593100
2026-10;4;1;100400
2026-10;4;3;104400
2026-10;4;4;106300
2026-10;4;6;110300
2026-10;4;7;112300
2026-10;4;9;116300
2026-10;4;10;118200
2026-10;4;12;122200
2026-10;4;13;124200
2026-10;4;15;128100
2026-10;4;16;130100
2026-10;4;18;134100
2026-10;4;19;571500
2026-10;4;21;588100
2026-10;4;22;596500
2026-10;4;24;613100
2026-10;4;25;621400
2026-10;5;2;108600
2026-10;5;3;110500
2026-10;5;5;114400
2026-10;5;6;116400
2026-10;5;8;120300
2026-10;5;9;122200
2026-10;5;11;126100
2026-10;5;12;128100
2026-10;5;14;132000
2026-10;5;15;133900
2026-10;5;17;137800
2026-10;5;18;139800
2026-10;5;20;603500
2026-10;5;21;611700
2026-10;5;23;628100
2026-10;5;24;636300
2026-10;6;1;111900
2026-10;6;2;113800
2026-10;6;4;117700
2026-10;6;5;119600
2026-10;6;7;123400
2026-10;6;8;125300
2026-10;6;10;129100
2026-10;6;11;131000
2026-10;6;13;134900
2026-10;6;14;136800
2026-10;6;16;140600
2026-10;6;17;142500
2026-10;6;19;614500
2026-10;6;20;622600
2026-10;6;22;638600
2026-10;6;23;646600
2026-10;6;25;662700
2026-10;7;1;116500
2026-10;7;3;120200
2026-10;7;4;122100
2026-10;7;6;125800
2026-10;7;7;127700
2026-10;7;9;131400
2026-10;7;10;133300
2026-10;7;12;137000
2026-10;7;13;138900
2026-10;7;15;142600
2026-10;7;16;144400
2026-10;7;18;148200
2026-10;7;19;630200
2026-10;7;21;645800
2026-10;7;22;653600
2026-10;7;24;669300
2026-10;7;25;677100
2026-10;8;2;122400
2026-10;8;3;124200
2026-10;8;5;127900
2026-10;8;6;129700
2026-10;8;8;133300
2026-10;8;9;135100
2026-10;8;11;138700
2026-10;8;12;140600
2026-10;8;14;144200
2026-10;8;15;146000
2026-10;8;17;149600
2026-10;8;18;151400
2026-10;8;20;651300
2026-10;8;21;658900
2026-10;8;23;674200
2026-10;8;24;681800
2026-10;9;1;124600
2026-10;9;2;126400
2026-10;9;4;129900
2026-10;9;5;131700
2026-10;9;7;135200
2026-10;9;8;137000
2026-10;9;10;140500
2026-10;9;11;142300
2026-10;9;13;145800
2026-10;9;14;147600
2026-10;9;16;151100
2026-10;9;17;152900
2026-10;9;19;657000
2026-10;9;20;664400
2026-10;9;22;679300
2026-10;9;23;686700
2026-10;9;25;701600
2026-10;10;1;128900
2026-10;10;3;132300
2026-10;10;4;134100
2026-10;10;6;137500
2026-10;10;7;139300
2026-10;10;9;142700
2026-10;10;10;144500
2026-10;10;12;147900
2026-10;10;13;149700
2026-10;10;15;153100
2026-10;10;16;154900
2026-10;10;18;158300
2026-10;10;19;672300
2026-10;10;21;686900
2026-10;10;22;694100
2026-10;10;24;708700
2026-10;10;25;716000
2026-10;11;2;135600
2026-10;11;3;137300
2026-10;11;5;140700
2026-10;11;6;142400
2026-10;11;8;145900
2026-10;11;9;147600
2026-10;11;11;151000
2026-10;11;12;152700
2026-10;11;14;156100
2026-10;11;15;157800
2026-10;11;17;161200
2026-10;11;18;163000
2026-10;11;20;698800
2026-10;11;21;705900
2026-10;11;23;720300
2026-10;11;24;727500
2026-10;12;1;140000
2026-10;12;2;141700
2026-10;12;4;145100
2026-10;12;5;146800
2026-10;12;7;150200
2026-10;12;8;151900
2026-10;12;10;155300
2026-10;12;11;157000
2026-10;12;13;160400
2026-10;12;14;162100
2026-10;12;16;165500
2026-10;12;17;167200
2026-10;12;19;716600
2026-10;12;20;723700
2026-10;12;22;738000
2026-10;12;23;745200
2026-10;12;25;759500
2026-10;13;1;147400
2026-10;13;3;150800
2026-10;13;4;152500
2026-10;13;6;156000
2026-10;13;7;157700
2026-10;13;9;161100
2026-10;13;10;162800
2026-10;13;12;166200
2026-10;13;13;167900
2026-10;13;15;171400
2026-10;13;16;173100
2026-10;13;18;176500
2026-10;13;19;748400
2026-10;13;21;762800
2026-10;13;22;770000
2026-10;13;24;784400
2026-10;13;25;791500
2026-10;14;2;158000
2026-10;14;3;159800
2026-10;14;5;163200
2026-10;14;6;165000
2026-10;14;8;168400
2026-10;14;9;170200
2026-10;14;11;173600
2026-10;14;12;175400
2026-10;14;14;178800
2026-10;14;15;180600
2026-10;14;17;184000
2026-10;14;18;185800
2026-10;14;20;794900
2026-10;14;21;802100
2026-10;14;23;816700
2026-10;14;24;824000
2026-10;15;1;166600
2026-10;15;2;168300
2026-10;15;4;171900
2026-10;15;5;173700
2026-10;15;7;177200
2026-10;15;8;179000
2026-10;15;10;182500
2026-10;15;11;184300
2026-10;15;13;187800
2026-10;15;14;189600
2026-10;15;16;193100
2026-10;15;17;194900
2026-10;15;19;833500
2026-10;15;20;840900
2026-10;15;22;855800
2026-10;15;23;863200
2026-10;15;25;878100
2026-11;1;2;82000
2026-11;1;3;84000
2026-11;1;5;88000
2026-11;1;6;90000
2026-11;1;8;93900
2026-11;1;9;95900
2026-11;1;11;99900
2026-11;1;12;101900
2026-11;1;14;105900
2026-11;1;15;107900
2026-11;1;17;111900
2026-11;1;18;113900
2026-11;1;20;495100
2026-11;1;21;503500
2026-11;1;23;520300
2026-11;1;24;528700
2026-11;2;1;87900
2026-11;2;2;89900
2026-11;2;4;93900
2026-11;2;5;95900
2026-11;2;7;99900
2026-11;2;8;101900
2026-11;2;10;105900
2026-11;2;11;107900
2026-11;2;13;111900
2026-11;2;14;113900
2026-11;2;16;117800
2026-11;2;17;119800
2026-11;2;19;520100
2026-11;2;20;528500
2026-11;2;22;545300
2026-11;2;23;553600
2026-11;2;25;570400
2026-11;3;1;95000
2026-11;3;3;99000
2026-11;3;4;101000
2026-11;3;6;105000
2026-11;3;7;106900
2026-11;3;9;110900
2026-11;3;10;112900
2026-11;3;12;116800
2026-11;3;13;118800
2026-11;3;15;122800
2026-11;3;16;124800
2026-11;3;18;128700
2026-11;3;19;549000
2026-11;3;21;565600
2026-11;3;22;574000
2026-11;3;24;590600
2026-11;3;25;598900
2026-11;4;2;103300
2026-11;4;3;105200
2026-11;4;5;109100
2026-11;4;6;111100
2026-11;4;8;115000
2026-11;4;9;116900
2026-11;4;11;120900
2026-11;4;12;122800
2026-11;4;14;126700
2026-11;4;15;128700
2026-11;4;17;132600
2026-11;4;18;134500
2026-11;4;20;581300
2026-11;4;21;589500
2026-11;4;23;605900
2026-11;4;24;614100
2026-11;5;1;106800
2026-11;5;2;108700
2026-11;5;4;112500
2026-11;5;5;114400
2026-11;5;7;118200
2026-11;5;8;120100
2026-11;5;10;124000
2026-11;5;11;125900
2026-11;5;13;129700
2026-11;5;14;131600
2026-11;5;16;135400
2026-11;5;17;137300
2026-11;5;19;592900
2026-11;5;20;600900
2026-11;5;22;616900
2026-11;5;23;625000
2026-11;5;25;641000
2026-11;6;1;111500
2026-11;6;3;115200
2026-11;6;4;117000
2026-11;6;6;120800
2026-11;6;7;122600
2026-11;6;9;126400
2026-11;6;10;128200
2026-11;6;12;132000
2026-11;6;13;133800
2026-11;6;15;137500
2026-11;6;16;139400
2026-11;6;18;143100
2026-11;6;19;609000
2026-11;6;21;624700
2026-11;6;22;632500
2026-11;6;24;648100
2026-11;6;25;656000
2026-11;7;2;117500
2026-11;7;3;119300
2026-11;7;5;122900
2026-11;7;6;124800
2026-11;7;8;128400
2026-11;7;9;130200
2026-11;7;11;133800
2026-11;7;12;135600
2026-11;7;14;139300
2026-11;7;15;141100
2026-11;7;17;144700
2026-11;7;18;146500
2026-11;7;20;630700
2026-11;7;21;638300
2026-11;7;23;653600
2026-11;7;24;661200
2026-11;8;1;119800
2026-11;8;2;121600
2026-11;8;4;125100
2026-11;8;5;126900
2026-11;8;7;130400
2026-11;8;8;132200
2026-11;8;10;135700
2026-11;8;11;137500
2026-11;8;13;141000
2026-11;8;14;142800
2026-11;8;16;146300
2026-11;8;17;148100
2026-11;8;19;636900
2026-11;8;20;644400
2026-11;8;22;659200
2026-11;8;23;666700
2026-11;8;25;681500
2026-11;9;1;124200
2026-11;9;3;127700
2026-11;9;4;129400
2026-11;9;6;132900
2026-11;9;7;134600
2026-11;9;9;138100
2026-11;9;10;139800
2026-11;9;12;143300
2026-11;9;13;145000
2026-11;9;15;148500
2026-11;9;16;150200
2026-11;9;18;153700
2026-11;9;19;652600
2026-11;9;21;667200
2026-11;9;22;674500
2026-11;9;24;689000
2026-11;9;25;696300
2026-11;10;2;131000
2026-11;10;3;132700
2026-11;10;5;136100
2026-11;10;6;137800
2026-11;10;8;141200
2026-11;10;9;142900
2026-11;10;11;146400
2026-11;10;12;148100
2026-11;10;14;151500
2026-11;10;15;153200
2026-11;10;17;156600
2026-11;10;18;158300
2026-11;10;20;679400
2026-11;10;21;686500
2026-11;10;23;700900
2026-11;10;24;708100
2026-11;11;1;135400
2026-11;11;2;137100
2026-11;11;4;140500
2026-11;11;5;142200
2026-11;11;7;145600
2026-11;11;8;147300
2026-11;11;10;150700
2026-11;11;11;152400
2026-11;11;13;155800
2026-11;11;14;157500
2026-11;11;16;160900
2026-11;11;17;162600
2026-11;11;19;697300
2026-11;11;20;704400
2026-11;11;22;718700
2026-11;11;23;725900
2026-11;11;25;740100
2026-11;12;1;142800
2026-11;12;3;146200
2026-11;12;4;147900
2026-11;12;6;151300
2026-11;12;7;153100
2026-11;12;9;156500
2026-11;12;10;158200
2026-11;12;12;161600
2026-11;12;13;163300
2026-11;12;15;166700
2026-11;12;16;168400
2026-11;12;18;171900
2026-11;12;19;729000
2026-11;12;21;743400
2026-11;12;22;750600
2026-11;12;24;764900
2026-11;12;25;772100
2026-11;13;2;153400
2026-11;13;3;155100
2026-11;13;5;158600
2026-11;13;6;160300
2026-11;13;8;163800
2026-11;13;9;165500
2026-11;13;11;169000
2026-11;13;12;170700
2026-11;13;14;174200
2026-11;13;15;175900
2026-11;13;17;179400
2026-11;13;18;181100
2026-11;13;20;775200
2026-11;13;21;782500
2026-11;13;23;797000
2026-11;13;24;804300
2026-11;14;1;161800
2026-11;14;2;163600
2026-11;14;4;167100
2026-11;14;5;168900
2026-11;14;7;172400
2026-11;14;8;174200
2026-11;14;10;177700
2026-11;14;11;179500
2026-11;14;13;183000
2026-11;14;14;184800
2026-11;14;16;188400
2026-11;14;17;190100
2026-11;14;19;813400
2026-11;14;20;820800
2026-11;14;22;835700
2026-11;14;23;843100
2026-11;14;25;858000
2026-11;15;1;173100
2026-11;15;3;176700
2026-11;15;4;178500
2026-11;15;6;182200
2026-11;15;7;184000
2026-11;15;9;187600
2026-11;15;10;189400
2026-11;15;12;193100
2026-11;15;13;194900
2026-11;15;15;198500
2026-11;15;16;200300
2026-11;15;18;204000
2026-11;15;19;864300
2026-11;15;21;879500
2026-11;15;22;887100
2026-11;15;24;902400
2026-11;15;25;910000
2026-12;1;1;82500
2026-12;1;2;84500
2026-12;1;4;88500
2026-12;1;5;90500
2026-12;1;7;94500
2026-12;1;8;96500
2026-12;1;10;100500
2026-12;1;11;102500
2026-12;1;13;106500
2026-12;1;14;108500
2026-12;1;16;112400
2026-12;1;17;114400
2026-12;1;19;497400
2026-12;1;20;505800
2026-12;1;22;522600
2026-12;1;23;531000
2026-12;1;25;547700
2026-12;2;1;89700
2026-12;2;3;93700
2026-12;2;4;95600
2026-12;2;6;99600
2026-12;2;7;101600
2026-12;2;9;105500
2026-12;2;10;107500
2026-12;2;12;111500
2026-12;2;13;113500
2026-12;2;15;117400
2026-12;2;16;119400
2026-12;2;18;123400
2026-12;2;19;526500
2026-12;2;21;543100
2026-12;2;22;551500
2026-12;2;24;568100
2026-12;2;25;576400
2026-12;3;2;98000
2026-12;3;3;100000
2026-12;3;5;103900
2026-12;3;6;105800
2026-12;3;8;109700
2026-12;3;9;111700
2026-12;3;11;115600
2026-12;3;12;117500
2026-12;3;14;121400
2026-12;3;15;123400
2026-12;3;17;127300
2026-12;3;18;129200
2026-12;3;20;559200
2026-12;3;21;567400
2026-12;3;23;583800
2026-12;3;24;592000
2026-12;4;1;101600
2026-12;4;2;103500
2026-12;4;4;107300
2026-12;4;5;109200
2026-12;4;7;113100
2026-12;4;8;115000
2026-12;4;10;118800
2026-12;4;11;120700
2026-12;4;13;124500
2026-12;4;14;126400
2026-12;4;16;130300
2026-12;4;17;132200
2026-12;4;19;571200
2026-12;4;20;579200
2026-12;4;22;595200
2026-12;4;23;603300
2026-12;4;25;619300
2026-12;5;1;106400
2026-12;5;3;110100
2026-12;5;4;112000
2026-12;5;6;115700
2026-12;5;7;117600
2026-12;5;9;121300
